zoo,Scientific name,Common name,Given name,gender,Date of birth,age,isTransportable
1;DROP TABLE users,Cordylus giganteus,Sun gazer,Dorelle,Female,5/17/2023,07-800-4240,false
｀ｨ(´∀｀∩,Chlamydosaurus kingii,Frilled dragon,Missy,Female,4/10/2024,52-652-2347,false
NIL,Felis serval,Serval,Edithe,Female,1/31/2024,82-105-5024,true
⁰⁴⁵₀₁₂,Varanus sp.,Ground monitor (unidentified),Slade,Male,9/24/2023,72-136-5838,false
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Procyon lotor,"Raccoon, common",Ilse,Female,4/20/2023,44-601-3986,true
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Funambulus pennati,Palm squirrel,Gaylord,Male,11/12/2023,01-127-4975,false
᠎,Colobus guerza,"Colobus, magistrate black",Eugine,Female,8/31/2023,22-219-6677,true
",./;'[]\-=",Ovis ammon,Argalis,Roosevelt,Male,12/23/2023,36-498-5866,true
../../../../../../../../../../../etc/hosts,Tockus flavirostris,"Hornbill, yellow-billed",Arnoldo,Male,4/14/2024,73-853-8427,true
null,Anthropoides paradisea,"Crane, blue",Isador,Male,10/22/2023,54-764-1912,false
",./;'[]\-=",Redunca redunca,"Reedbuck, bohor",Maddie,Agender,5/29/2023,94-769-3074,true
0.00,Ictonyx striatus,African polecat,Meir,Male,5/8/2023,59-003-2232,true
␢,Loris tardigratus,"Loris, slender",Nolly,Male,3/3/2024,58-474-7769,true
1;DROP TABLE users,Sula dactylatra,"Booby, masked",Andras,Male,2/17/2024,66-426-3157,true
1/0,Limnocorax flavirostra,"Crake, african black",Coop,Male,11/5/2023,77-544-0421,true
｀ｨ(´∀｀∩,Vanellus armatus,Blacksmith plover,Gert,Female,11/15/2023,58-444-1886,true
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Phalacrocorax varius,"Cormorant, pied",Felipa,Female,6/7/2023,68-375-0190,true
‫test‫,Buteo jamaicensis,Red-tailed hawk,Silas,Genderfluid,3/13/2024,34-864-4606,false
test⁠test‫,Madoqua kirkii,Kirk's dik dik,Sam,Male,11/28/2023,78-370-9221,false
0.00,Equus burchelli,Plains zebra,Simone,Male,1/31/2024,88-401-9710,false
$1.00,Varanus albigularis,"Monitor, white-throated",Moritz,Male,10/1/2023,88-320-9095,true
"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",Streptopelia senegalensis,Laughing dove,Reidar,Male,1/20/2024,69-113-8013,true
1E+02,Ovis canadensis,American bighorn sheep,Horatio,Male,6/6/2023,57-001-2293,true
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,Alces alces,Moose,Engracia,Female,9/14/2023,17-734-6293,true
-1/2,Uraeginthus granatina,"Waxbill, violet-eared",Celestina,Female,8/2/2023,69-053-0409,true
nil,Hyaena hyaena,"Hyena, striped",Locke,Male,11/6/2023,45-804-6920,false
"<>?:""{}|_+",Hyaena brunnea,"Hyena, brown",Vannie,Female,4/26/2023,82-601-1877,false
1'; DROP TABLE users--,unavailable,Civet (unidentified),Aldis,Male,11/24/2023,68-719-5370,false
울란바토르,Heloderma horridum,"Monster, gila",Giuditta,Female,4/4/2024,67-705-7445,true
`⁄€‹›ﬁﬂ‡°·‚—±,Cynomys ludovicianus,"Dog, black-tailed prairie",Andy,Male,4/19/2023,48-495-2655,true
田中さんにあげて下さい,Cyrtodactylus louisiadensis,Ring-tailed gecko,Lenci,Male,3/23/2024,61-293-3371,true
"""'""'""''''""",Crotalus triseriatus,Dusky rattlesnake,Hamnet,Male,5/4/2023,98-543-3599,true
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Lasiodora parahybana,Tarantula,Les,Male,10/18/2023,07-354-3253,true
١٢٣,Amblyrhynchus cristatus,Marine iguana,Olympia,Female,12/3/2023,16-131-2933,true
1/0,Phasianus colchicus,Ring-necked pheasant,Wyatan,Male,3/17/2024,74-855-5570,false
",./;'[]\-=",Turtur chalcospilos,Emerald-spotted wood dove,Jacqueline,Female,7/28/2023,70-689-0741,true
₀₁₂,Eolophus roseicapillus,Red-breasted cockatoo,Maxwell,Male,1/16/2024,30-553-3926,false
　,unavailable,Pocket gopher (unidentified),Gayle,Male,9/6/2023,53-867-3712,false
␢,Limosa haemastica,"Godwit, hudsonian",Rikki,Male,12/23/2023,26-662-5664,false
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,Bassariscus astutus,Ringtail cat,Maison,Male,11/6/2023,94-395-7595,true
"""'""'""''''""",Phalaropus lobatus,"Phalarope, northern",Jeffrey,Male,8/31/2023,76-380-2475,false
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,Nectarinia chalybea,Lesser double-collared sunbird,Gil,Male,1/15/2024,05-472-5439,true
⁰⁴⁵,Ratufa indica,"Squirrel, malabar",Leonhard,Male,3/11/2024,45-141-7799,false
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Numida meleagris,"Fowl, helmeted guinea",Barnard,Male,4/16/2024,17-791-0816,true
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,Cathartes aura,"Vulture, turkey",Darda,Female,9/5/2023,74-952-2103,true
0.00,Corvus brachyrhynchos,House crow,Larina,Genderfluid,3/11/2024,83-988-6310,false
"""'""'""''''""",Stenella coeruleoalba,"Dolphin, striped",Darice,Female,5/22/2023,41-466-4897,true
!@#$%^&*(),Felis concolor,Puma,Teressa,Female,8/26/2023,56-246-8842,false
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Canis lupus lycaon,Timber wolf,Sharity,Female,6/5/2023,15-867-2001,true
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Vulpes vulpes,Asian red fox,Karil,Female,11/24/2023,44-554-2775,true
␢,Pseudocheirus peregrinus,Common ringtail,Feodora,Female,8/31/2023,26-651-7972,true
nil,Meles meles,European badger,Patrice,Polygender,10/18/2023,54-431-0266,false
1;DROP TABLE users,Tiliqua scincoides,"Lizard, blue-tongued",Sidonia,Female,3/4/2024,44-136-1274,false
",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",Varanus sp.,Goanna lizard,Karole,Female,8/17/2023,33-445-2062,true
¸˛Ç◊ı˜Â¯˘¿,Felis silvestris lybica,"Cat, european wild",Abran,Male,2/28/2024,04-387-3047,false
œ∑´®†¥¨ˆøπ“‘,Cyrtodactylus louisiadensis,Ring-tailed gecko,Tania,Female,10/27/2023,95-323-6904,true
(╯°□°）╯︵ ┻━┻)  ,unavailable,Python (unidentified),Rhys,Male,9/26/2023,97-813-2217,false
　,Amazona sp.,Amazon parrot (unidentified),Andres,Male,10/9/2023,24-190-3614,false
(｡◕ ∀ ◕｡),Sus scrofa,"Boar, wild",Justina,Female,5/14/2023,77-950-2790,true
1;DROP TABLE users,Agelaius phoeniceus,Red-winged blackbird,Katlin,Female,12/5/2023,46-823-7630,true
₀₁₂,Equus burchelli,"Zebra, common",Angelica,Female,11/22/2023,92-901-2091,false
⁰⁴⁵₀₁₂,Axis axis,Spotted deer,Alanah,Female,8/15/2023,40-560-1205,false
␣,Pseudalopex gymnocercus,Azara's zorro,Karylin,Female,12/9/2023,83-554-6707,false
NULL,Laniarius ferrugineus,Southern boubou,Brigida,Female,11/20/2023,83-033-4805,false
/dev/null; touch /tmp/blns.fail ; echo,Felis chaus,Jungle cat,Goldarina,Female,8/17/2023,71-657-3403,true
⁰⁴⁵₀₁₂,unavailable,Cormorant (unidentified),Barnaby,Bigender,2/25/2024,61-300-7415,true
⁰⁴⁵,Gopherus agassizii,Desert tortoise,Moina,Female,1/10/2024,84-349-6060,false
,Alectura lathami,Australian brush turkey,Irene,Polygender,4/10/2024,28-805-7772,true
NIL,Canis mesomelas,"Jackal, silver-backed",Dolores,Female,1/21/2024,54-822-0327,true
﻿,Neophoca cinerea,"Lion, australian sea",Somerset,Male,4/4/2024,88-066-3607,false
᠎,Tiliqua scincoides,Blue-tongued skink,Legra,Female,4/4/2024,41-289-6942,true
$1.00,Vanellus sp.,Lapwing (unidentified),Lilllie,Female,9/17/2023,42-823-8162,true
test⁠test‫,Tetracerus quadricornis,Four-horned antelope,Nady,Female,4/2/2024,54-484-4865,false
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Notechis semmiannulatus,Tiger snake,Kerr,Male,5/12/2023,46-724-7521,true
　,Hymenolaimus malacorhynchus,Blue duck,Gaye,Bigender,11/9/2023,85-430-6777,true
١٢٣,Meleagris gallopavo,Common turkey,Arnaldo,Genderfluid,10/23/2023,88-813-9559,false
NULL,Cacatua tenuirostris,Long-billed corella,Xerxes,Male,1/4/2024,61-403-1028,false
⁦test⁧,Phascogale tapoatafa,Brush-tailed phascogale,Jonah,Male,12/20/2023,08-840-2590,false
1E+02,Aegypius tracheliotus,"Vulture, lappet-faced",Cecile,Female,12/21/2023,75-023-7921,false
部落格,Macropus agilis,"Wallaby, river",Thia,Female,2/13/2024,22-993-9181,true
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,Lorythaixoides concolor,Bare-faced go away bird,Spencer,Male,3/9/2024,28-972-5957,true
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Papio cynocephalus,Savanna baboon,Birk,Male,6/12/2023,83-596-5127,false
社會科學院語學研究所,Cracticus nigroagularis,Black-throated butcher bird,Johan,Male,8/18/2023,97-644-5870,false
<script>alert('hi')</script>,Anas bahamensis,White-cheeked pintail,Marten,Male,11/20/2023,51-030-7288,false
"""'""'""''''""",Merops nubicus,Carmine bee-eater,Paige,Male,11/2/2023,09-898-6627,true
¸˛Ç◊ı˜Â¯˘¿,Amblyrhynchus cristatus,Marine iguana,Bendite,Female,1/13/2024,79-035-6714,true
1/0,Bettongia penicillata,Brush-tailed rat kangaroo,Orrin,Male,10/1/2023,78-065-3133,true
-1.00,Macropus eugenii,"Wallaby, tammar",Stacia,Female,1/13/2024,68-325-1260,true
/dev/null; touch /tmp/blns.fail ; echo,Mazama americana,"Brocket, red",Dyana,Female,9/21/2023,18-553-9246,false
¡™£¢∞§¶•ªº–≠,Bettongia penicillata,"Bettong, brush-tailed",Lorenzo,Male,1/22/2024,63-610-8333,false
-1E02,Cereopsis novaehollandiae,"Goose, cape barren",Randolf,Male,8/18/2023,16-128-6095,true
␢,Pterocles gutturalis,"Sandgrouse, yellow-throated",Wolf,Male,3/26/2024,09-402-9632,true
1E+02,Cynomys ludovicianus,Black-tailed prairie dog,Harland,Genderfluid,10/19/2023,01-296-0329,true
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Ninox superciliaris,White-browed owl,Nikki,Polygender,1/1/2024,28-687-1022,true
¡™£¢∞§¶•ªº–≠,Uraeginthus granatina,Purple grenadier,Cristine,Female,6/3/2023,60-901-6792,false
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Isoodon obesulus,"Bandicoot, short-nosed",Lacey,Female,7/31/2023,90-291-5658,true
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Ardea cinerea,Grey heron,Rawley,Male,3/1/2024,28-018-0916,true
1.00,Fregata magnificans,Magnificent frigate bird,Lorena,Female,3/16/2024,48-989-3050,true
nil,Alectura lathami,Australian brush turkey,Fanchon,Female,10/20/2023,03-563-6106,false
部落格,Bucephala clangula,Barrows goldeneye,Luciano,Male,10/31/2023,83-591-6231,true
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,Ardea golieth,"Heron, giant",Chalmers,Male,3/14/2024,97-012-1685,false
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Mazama americana,Red brocket,Berna,Female,7/17/2023,31-262-8700,false
1E02,Ictalurus furcatus,Blue catfish,Norma,Female,6/6/2023,65-853-1725,true
00˙Ɩ$-,Acridotheres tristis,Indian mynah,Humphrey,Male,1/26/2024,45-866-0572,true
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,Bubalornis niger,Red-billed buffalo weaver,Eada,Female,4/6/2024,58-906-5016,false
﻿,Connochaetus taurinus,Brindled gnu,Fabiano,Male,2/2/2024,87-862-2389,true
"""''''""'""",Colobus guerza,"Colobus, magistrate black",Terrie,Female,11/16/2023,52-701-3159,false
0.00,Eumetopias jubatus,Steller's sea lion,Duke,Male,9/28/2023,56-066-3633,true
‪‪test‪,Ursus arctos,Grizzly bear,Geneva,Female,3/10/2024,73-262-4231,false
<script>alert('hi')</script>,Lepus townsendii,White-tailed jackrabbit,Jenica,Female,8/31/2023,16-035-9750,false
₀₁₂,Centrocercus urophasianus,Greater sage grouse,Rutger,Male,12/5/2023,44-916-9993,true
1/2,Macropus robustus,Common wallaroo,Mordecai,Male,6/7/2023,46-763-4344,false
"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",Bradypus tridactylus,Pale-throated three-toed sloth,Bertine,Female,1/30/2024,43-503-0470,false
␡,Trachyphonus vaillantii,Levaillant's barbet,Lammond,Male,9/29/2023,43-316-2080,true
-1/2,Plocepasser mahali,White-browed sparrow weaver,Jeromy,Male,2/1/2024,00-489-8848,false
NULL,Macaca mulatta,"Monkey, rhesus",Rockwell,Genderfluid,8/14/2023,74-348-4506,false
ÅÍÎÏ˝ÓÔÒÚÆ☃,Hippotragus equinus,Roan antelope,Sandra,Female,6/12/2023,24-888-5116,false
00˙Ɩ$-,Phalacrocorax carbo,"Cormorant, great",Noby,Male,3/19/2024,75-302-4324,true
部落格,Aegypius tracheliotus,Lappet-faced vulture,Dulcine,Female,11/13/2023,51-742-9188,false
-1E2,Phascogale calura,Red-tailed phascogale,Lyndy,Female,10/8/2023,70-165-6840,false
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,Anastomus oscitans,Openbill stork,Fee,Male,4/12/2024,86-168-2335,true
울란바토르,Dusicyon thous,Crab-eating fox,Rana,Female,6/6/2023,56-058-2607,false
(｡◕ ∀ ◕｡),Coluber constrictor foxii,Blue racer,Jaquenette,Female,4/29/2023,43-059-6914,true
̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,Paradoxurus hermaphroditus,Common palm civet,Brittne,Female,1/1/2024,52-028-8801,false
"""'""'""''''""",Ovis dalli stonei,Stone sheep,Margie,Female,8/15/2023,15-857-6246,false
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Manouria emys,Asian foreset tortoise,Tobie,Male,10/23/2023,54-612-5743,true
0/0,Vulpes vulpes,Asian red fox,Shantee,Female,11/18/2023,04-163-6352,true
🐵 🙈 🙉 🙊,Manouria emys,Burmese black mountain tortoise,Raffarty,Male,12/7/2023,79-705-0136,true
社會科學院語學研究所,Psophia viridis,Green-winged trumpeter,Silva,Female,1/16/2024,41-184-5485,true
　,Hymenolaimus malacorhynchus,Mountain duck,Nyssa,Female,8/25/2023,18-780-4700,true
⁰⁴⁵,Phalacrocorax niger,Little cormorant,Gabi,Male,7/11/2023,30-968-7021,true
<img src=x onerror=alert('hi') />,Didelphis virginiana,"Opossum, american virginia",Clarie,Female,11/9/2023,57-443-2768,true
¡™£¢∞§¶•ªº–≠,Physignathus cocincinus,Asian water dragon,Merrielle,Polygender,4/29/2023,98-165-8281,true
הָיְתָהtestالصفحات التّحول,Dendrocitta vagabunda,"Pie, indian tree",Franz,Male,3/17/2024,14-826-7592,true
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Haliaetus vocifer,African fish eagle,Angelica,Female,7/17/2023,08-116-1818,false
<img src=x onerror=alert('hi') />,Centrocercus urophasianus,Sage hen,Upton,Male,12/11/2023,44-883-1356,false
1/0,Sylvicapra grimma,Common duiker,Athena,Female,12/25/2023,57-121-5546,false
",./;'[]\-=",unavailable,Civet (unidentified),Ingmar,Male,8/7/2023,01-887-8010,true
"""''''""'""",Limnocorax flavirostra,African black crake,Hubert,Polygender,8/27/2023,28-238-0348,false
1.00,Alcelaphus buselaphus caama,"Hartebeest, red",Linell,Non-binary,2/27/2024,40-627-7662,true
1E2,Naja nivea,"Cobra, cape",Ellswerth,Male,7/12/2023,94-576-3422,true
test⁠test‫,Theropithecus gelada,Bleeding heart monkey,Karlyn,Female,7/29/2023,52-435-9964,false
1;DROP TABLE users,Macropus agilis,"Kangaroo, jungle",Honoria,Female,5/14/2023,31-473-3951,true
",./;'[]\-=",Nucifraga columbiana,"Nutcracker, clark's",Knox,Male,1/16/2024,08-497-7999,true
和製漢語,Aonyx cinerea,Oriental short-clawed otter,Levon,Male,7/5/2023,34-094-6993,true
␡,Cebus nigrivittatus,"Capuchin, weeper",Branden,Male,2/4/2024,71-452-2796,true
$1.00,Chamaelo sp.,Chameleon (unidentified),Elliot,Male,12/22/2023,09-884-8722,true
‫test‫,Dacelo novaeguineae,Laughing kookaburra,Marylin,Female,6/13/2023,46-959-2859,false
⁰⁴⁵₀₁₂,Butorides striatus,"Heron, green",Marrissa,Polygender,9/22/2023,49-564-1204,false
() { 0; }; touch /tmp/blns.shellshock1.fail;,unavailable,Adouri (unidentified),Dahlia,Female,8/10/2023,10-868-0798,true
1/0,Chlidonias leucopterus,White-winged tern,Melanie,Female,12/7/2023,51-167-6440,true
⁦test⁧,Odocoilenaus virginianus,White-tailed deer,Kain,Male,3/25/2024,85-809-7495,true
👩🏽,Phalacrocorax carbo,"Cormorant, great",Hildy,Female,9/20/2023,67-230-9783,false
⁰⁴⁵₀₁₂,Sarkidornis melanotos,Comb duck,Leigh,Female,2/26/2024,93-532-3896,false
Œ„´‰ˇÁ¨ˆØ∏”’,Alouatta seniculus,"Monkey, red howler",Angus,Genderqueer,8/21/2023,89-348-0791,true
🐵 🙈 🙉 🙊,Numida meleagris,Helmeted guinea fowl,Gris,Male,10/17/2023,61-043-0211,true
"""''''""'""",Choloepus hoffmani,Two-toed sloth,Karlee,Female,10/25/2023,43-171-5671,false
　,Varanus komodensis,"Dragon, komodo",Erinn,Female,6/13/2023,78-896-1979,true
הָיְתָהtestالصفحات التّحول,Melursus ursinus,"Bear, sloth",Jed,Male,9/26/2023,28-406-7450,true
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,Columba palumbus,Wood pigeon,Marian,Non-binary,3/5/2024,16-842-1725,true
｀ｨ(´∀｀∩,Nectarinia chalybea,Lesser double-collared sunbird,Donnell,Non-binary,10/2/2023,59-707-5056,false
⁦test⁧,Conolophus subcristatus,"Iguana, land",Gusella,Female,4/19/2023,77-563-7660,false
⁰⁴⁵,Erethizon dorsatum,North American porcupine,Willi,Female,1/14/2024,32-919-4825,false
¸˛Ç◊ı˜Â¯˘¿,Galictis vittata,Huron,Natalie,Female,6/28/2023,47-171-1102,false
¡™£¢∞§¶•ªº–≠,Otocyon megalotis,"Fox, bat-eared",Olga,Genderfluid,2/2/2024,40-322-1767,true
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,Macropus eugenii,Dama wallaby,Rakel,Female,6/16/2023,26-446-8998,false
הָיְתָהtestالصفحات التّحول,Lutra canadensis,North American river otter,Fredric,Male,1/5/2024,45-399-7383,true
社會科學院語學研究所,Dasyurus viverrinus,"Quoll, eastern",Hurlee,Male,10/30/2023,42-336-6182,true
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,Larus dominicanus,"Gull, kelp",Brad,Male,7/17/2023,76-230-7265,true
-1E02,Macropus fuliginosus,"Kangaroo, black-faced",Humphrey,Male,4/22/2023,40-411-4033,false
1E02,Aquila chrysaetos,Golden eagle,Anabella,Female,12/24/2023,47-960-0983,true
"'""'",Eutamias minimus,"Chipmunk, least",Sibylla,Female,6/8/2023,05-580-1576,true
‫test‫,Ploceus intermedius,Lesser masked weaver,Bernard,Male,5/11/2023,28-872-8733,true
1;DROP TABLE users,Isoodon obesulus,"Bandicoot, short-nosed",Eric,Male,12/7/2023,66-865-2864,false
　,Tapirus terrestris,"Tapir, brazilian",Karola,Female,6/19/2023,63-940-0515,true
᠎,Macaca fuscata,"Macaque, japanese",Giacobo,Male,2/19/2024,49-005-0856,true
(｡◕ ∀ ◕｡),Dusicyon thous,Crab-eating fox,Vere,Female,2/23/2024,36-063-3406,true
​,Felis caracal,Caracal,Emyle,Female,11/14/2023,42-363-1652,false
-1.00,Aonyx capensis,"Otter, cape clawless",Clementine,Female,10/1/2023,29-411-2265,true
 ,Felis concolor,South American puma,Biron,Male,10/7/2023,13-374-3652,false
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Orcinus orca,Orca,Eartha,Female,8/25/2023,67-878-5615,false
¸˛Ç◊ı˜Â¯˘¿,Alcelaphus buselaphus caama,"Hartebeest, red",Banky,Male,2/3/2024,38-546-4042,false
🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,Delphinus delphis,Common dolphin,Milt,Male,2/13/2024,62-609-3945,true
␢,Sylvicapra grimma,Gray duiker,Briny,Female,7/21/2023,33-266-5675,true
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,Ceratotherium simum,White rhinoceros,Doralynne,Female,11/14/2023,15-479-0703,false
0/0,Tayassu pecari,White-lipped peccary,Chalmers,Male,8/3/2023,45-002-1986,false
",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",Coracias caudata,Lilac-breasted roller,Mariam,Female,7/7/2023,68-578-8023,false
␡,Eolophus roseicapillus,Roseate cockatoo,Tarrance,Male,2/18/2024,41-968-7802,false
1;DROP TABLE users,Felis serval,Serval,Karney,Male,10/9/2023,82-589-1765,true
"""""",Phalacrocorax albiventer,"Cormorant, king",Akim,Male,3/15/2024,51-477-3973,false
社會科學院語學研究所,Bassariscus astutus,Ringtail cat,Parry,Non-binary,7/24/2023,11-110-2611,true
울란바토르,Chelodina longicollis,Long-necked turtle,Vincenz,Male,5/30/2023,54-868-4540,false
/dev/null; touch /tmp/blns.fail ; echo,Agkistrodon piscivorus,Cottonmouth,Fitz,Male,11/11/2023,04-407-2452,false
nil,Dasypus septemcincus,"Armadillo, seven-banded",Nellie,Female,2/21/2024,77-475-1798,false
test⁠test‫,Felis chaus,"Cat, jungle",Mata,Male,2/19/2024,60-275-5504,true
<img src=x onerror=alert('hi') />,Merops sp.,Bee-eater (unidentified),Mercie,Female,9/29/2023,92-186-8067,true
-1,Vulpes chama,Cape fox,Emmott,Male,7/10/2023,64-964-7976,true
